Rank,Team,Player,"Fantasy Position",Games,ADP,Bye,SOS,InjuryRisk,"Floor Proj","Consensus Proj","DS Proj",CeilingProj,"3D Value"
54,IND,"Tyler Warren",TE,17,6.07,11,0%,60%,119.5,112,141,163.1,30.2
55,DET,"Jared Goff",QB,17,6.05,8,0%,30%,279,285,303,400.4,30
56,DET,"Jameson Williams",WR,17,5.12,8,0%,68%,135.1,135,150,193.6,29.1
57,NO,"Travis Etienne",RB,17,5.05,11,0%,69%,175.8,164,191,263.7,28.8
58,NYJ,"Garrett Wilson",WR,17,5.03,9,0%,36%,136.5,138,150,184.5,27.9
59,CAR,"Tetairoa McMillan",WR,17,4.11,14,0%,45%,131.6,143,146,190.1,27.1
60,NO,"Tyler Shough",QB,17,7.06,11,0%,5%,274.1,246,298,402.3,26.9
61,NYJ,"Breece Hall",RB,17,4.12,9,0%,85%,169.7,180,193,250.8,26.9
62,DEN,"Jaylen Waddle",WR,17,5.07,12,0%,93%,128.2,124,147,188.7,26.9
63,GB,"Tucker Kraft",TE,16,8.05,5,0%,49%,110.1,111,131,158.6,26.7
65,WAS,"Terry McLaurin",WR,17,6.06,12,0%,93%,130.7,144,145,184.4,26.2
66,TB,"Emeka Egbuka",WR,17,6.03,9,0%,38%,127.4,123,143,190.4,26.1
67,TB,"Baker Mayfield",QB,17,6.04,9,0%,26%,278.1,279,290,402.6,25.9
68,SF,"Mike Evans",WR,17,7.01,14,0%,93%,122.8,141,143,188.4,25.5
69,CHI,"D'Andre Swift",RB,17,7.03,5,0%,73%,169.4,167,188,244.7,25.4
70,CHI,"Rome Odunze",WR,17,8.01,5,0%,79%,124.8,128,139,194.2,25.4
71,GB,"Jordan Love",QB,17,5.01,5,0%,42%,275.9,273,287,399.4,25.2
72,DET,"Sam LaPorta",TE,17,9.05,8,0%,84%,113.1,116,126,157,25
73,LAC,"Ladd McConkey",WR,17,5.09,12,0%,86%,123.1,142,143,181.8,24.9
74,PIT,"D.K. Metcalf",WR,17,8.09,5,0%,69%,122.5,133,146,175,24.7
75,NYG,"Cameron Skattebo",RB,17,6.10,14,0%,52%,160.3,149,184,246.8,24.2
76,IND,"Alec Pierce",WR,17,10.02,11,0%,94%,118.2,108,136,180.7,22.8
77,HOU,"C.J. Stroud",QB,17,7.04,6,0%,30%,269.3,260,281,387.2,22.7
78,IND,"Daniel Jones",QB,17,8.08,11,0%,36%,259.5,252,276,394.8,22.1
79,MIA,"Malik Willis",QB,17,8.10,12,0%,5%,262.5,230,268,404.5,21.8
80,ARI,"Marvin Harrison Jr.",WR,17,9.07,8,0%,90%,115.7,128,132,181.5,21.8
81,CLE,"Harold Fannin Jr.",TE,17,7.07,9,0%,68%,108.2,97,120,150.2,21.6
82,CLE,"Quinshon Judkins",RB,17,7.05,9,0%,45%,158.2,154,172,244.2,21.3
83,BUF,"D.J. Moore",WR,17,6.09,7,0%,71%,114.9,119,131,176.3,20.9
84,JAC,"Parker Washington",WR,17,10.04,8,0%,0%,112.8,87,134,169.2,20.8
85,DEN,"Courtland Sutton",WR,17,8.06,12,0%,80%,114.2,123,133,171.3,20.8
86,GB,"Jayden Reed",WR,17,12.05,5,0%,12%,114.2,105,131,173.3,20.7
87,NE,"TreVeyon Henderson",RB,17,6.01,14,0%,37%,148.5,153,163,259.5,20.5
88,TB,"Bucky Irving",RB,17,4.06,9,0%,83%,156.2,177,168,241.9,20.2
89,JAC,"Brian Thomas Jr.",WR,17,9.03,8,0%,46%,108.4,129,125,185.7,20.1
90,TEN,"Cameron Ward",QB,17,6.12,10,0%,26%,256.4,241,262,397.7,19.9
91,MIN,"Jordan Addison",WR,17,10.11,6,0%,77%,109.7,104,129,171.6,19.7
92,TEN,"Carnell Tate",WR,17,7.02,10,0%,0%,105.7,118,127,178.3,19.7
93,NO,"Jordyn Tyson",WR,17,8.02,11,0%,0%,104.3,110,127,179.3,19.7
94,SEA,"Sam Darnold",QB,17,7.08,8,0%,25%,258.1,252,261,391.1,19.4
95,PIT,"Aaron Rodgers",QB,17,19.02,5,0%,39%,254.3,196,259,386.6,18.6
96,SF,"Ricky Pearsall",WR,17,10.01,14,0%,46%,101.9,105,126,173.5,18.6
97,SF,"George Kittle",TE,15,11.01,14,0%,53%,68.2,117,114,169.5,18.3
98,HOU,"David Montgomery",RB,17,7.10,6,0%,94%,139.3,159,162,236.5,17.4
99,LAC,"Quentin Johnston",WR,17,11.09,12,0%,86%,100.2,92,124,167.1,17.3
100,JAC,"Jakobi Meyers",WR,17,9.02,8,0%,77%,108.2,109,123,156.1,16.5
101,NE,"Romeo Doubs",WR,17,12.03,14,0%,90%,100.9,101,122,160.4,16.2
102,SEA,"Jadarian Price",RB,17,12.11,8,0%,0%,127.4,154,148,257.8,16
103,KC,"Xavier Worthy",WR,17,12.08,10,0%,75%,95.3,110,118,168.2,15.8
104,ARI,"Jacoby Brissett",QB,13,14.03,8,0%,6%,235.8,212,248,384.8,15.7
105,JAC,"Bhayshul Tuten",RB,17,6.11,8,0%,16%,126.6,132,147,257.6,15.7
106,CAR,"Bryce Young",QB,17,8.03,14,0%,20%,240.1,236,243,390.5,15.5
107,TEN,"Tony Pollard",RB,17,9.08,10,0%,51%,140,150,154,230.8,15.3
108,DEN,"J.K. Dobbins",RB,17,10.07,12,0%,47%,130.6,133,152,239.9,15.1
109,PIT,"Michael Pittman Jr.",WR,17,11.07,5,0%,94%,104.7,105,120,150.5,15.1
110,NYJ,"Geno Smith",QB,16,16.05,9,0%,64%,231.4,242,241,390.6,14.8
111,PHI,"Makai Lemon",WR,17,9.01,9,0%,0%,93.8,89,110,172.1,14.5
112,LVR,"Fernando Mendoza",QB,13,4.03,8,0%,0%,232.8,246,238,391.9,14.4
113,DAL,"Brandon Aubrey",K,17,490.06,10,0%,6%,157.4,172,177,190.9,14.3
114,ARI,"Michael Wilson",WR,17,8.12,8,0%,58%,95.2,97,113,163.3,14.3
115,CLE,"KC Concepcion",WR,17,13.05,9,0%,0%,93.9,93,113,165.2,14.3
116,ATL,"Kyle Pitts",TE,17,8.07,5,0%,85%,99.7,102,105,141.7,14.2
117,UNS,"Brandon Aiyuk",WR,17,17.07,18,-,44%,85.7,95,113,167.9,14
118,HOU,"Jayden Higgins",WR,17,13.02,6,0%,16%,94.2,94,109,169.7,14
119,CLE,"Deshaun Watson",QB,8,22.03,9,0%,9%,114.8,49,121,247.8,13.9
120,BAL,"Mark Andrews",TE,17,10.08,7,0%,49%,97,92,105,140.2,13.8
121,CAR,"Chuba Hubbard",RB,17,9.11,14,0%,82%,126.3,155,149,233.3,13.6
122,GB,"Matthew Golden",WR,17,16.02,5,0%,91%,89.5,98,103,173.8,12.7
123,NE,"Rhamondre Stevenson",RB,17,8.11,14,0%,93%,131.6,138,148,218.9,12.4
124,TB,"Chris Godwin",WR,17,10.03,9,0%,94%,92.8,109,109,155,12.2
125,KC,"Travis Kelce",TE,17,11.06,10,0%,65%,92.5,99,108,129.1,12.2
126,UNS,"Stefon Diggs",WR,17,12.01,18,-,47%,81.4,108,113,152.6,12
127,UNS,"Deebo Samuel",WR,17,15.05,18,-,95%,86.4,93,108,156.5,11.7
128,TB,"Jalen McMillan",WR,17,16.10,9,0%,52%,86.6,62,101,171.1,11.7
129,TEN,"Calvin Ridley",WR,17,17.12,10,0%,65%,88.9,92,103,161.2,11.4
130,IND,"Josh Downs",WR,17,13.12,11,0%,91%,90.5,93,104,156.1,11.1
131,BUF,"Dalton Kincaid",TE,17,9.06,7,0%,77%,93.4,92,100,135.6,11
132,SEA,"Rashid Shaheed",WR,17,16.06,8,0%,82%,88.3,92,98,164.8,10.6
133,LAC,"Cameron Dicker",K,17,61.01,12,0%,6%,150.9,160,170,181.4,10.4
134,PIT,"Jaylen Warren",RB,17,7.11,5,0%,91%,128,137,151,195.8,10.4
135,PIT,"Rico Dowdle",RB,17,9.09,5,0%,48%,122.6,121,138,218.9,9.8
136,NYJ,"Omar Cooper Jr.",WR,17,15.06,9,0%,0%,85.5,82,94,167.3,9.8
137,MIN,"Jordan Mason",RB,17,13.11,6,0%,88%,115,112,135,224.6,9.4
138,DEN,"Denver Broncos",DEF,17,24.10,12,0%,0%,119.8,88,120,119.8,9.3
139,TEN,"Wan'Dale Robinson",WR,17,11.05,10,0%,45%,89.7,84,101,147.2,9.3
140,CLE,"Denzel Boston",WR,17,15.09,9,0%,0%,79.9,80,93,167.1,9.1
141,ATL,"Michael Penix Jr.",QB,9,13.06,5,0%,20%,124.8,167,127,230.5,8.6
142,BUF,"Khalil Shakir",WR,17,12.07,7,0%,88%,88.4,94,100,140.7,8.5
143,LAR,"Blake Corum",RB,17,9.12,8,0%,32%,116.4,108,123,239,8.4
144,NE,"New England Patriots",DEF,17,23.10,14,0%,0%,114.7,77,115,114.7,8.4
145,ATL,"Tua Tagovailoa",QB,8,13.01,5,0%,28%,109.7,140,113,212.7,8.4
146,NE,"Hunter Henry",TE,17,10.05,14,0%,64%,90.7,92,99,125.2,8.4
147,HOU,"Houston Texans",DEF,17,24.07,6,0%,0%,117.4,88,117,117.4,8.3
148,SEA,"Seattle Seahawks",DEF,17,23.04,8,0%,0%,117.4,77,117,117.4,8.3
149,LAC,"Oronde Gadsden II",TE,17,9.10,12,0%,0%,87.6,86,95,132.3,8.1
150,CHI,"Kyle Monangai",RB,17,9.04,5,0%,0%,117.2,113,129,221.5,7.9
151,UNS,"Tyreek Hill",WR,10,15.03,18,-,41%,50.5,95,92,176.2,7.7
152,PHI,"Dallas Goedert",TE,17,10.06,9,0%,70%,89,87,97,125.7,7.6
153,CAR,"Jalen Coker",WR,17,13.09,14,0%,6%,82.8,79,92,153.6,7.6
154,CLE,"Shedeur Sanders",QB,7,14.06,9,0%,18%,90.3,98,95,190.1,7.5
155,HOU,"Ka'imi Fairbairn",K,17,303.02,6,0%,0%,148.6,157,160,177.4,6.9
156,LVR,"Tre Tucker",WR,17,18.09,8,0%,0%,78.2,66,90,152.7,6.7
157,MIN,"Jauan Jennings",WR,17,12.09,6,0%,85%,74.3,92,84,164.7,6.6
158,PIT,"Germie Bernard",WR,17,19.11,5,0%,0%,75.7,57,86,156.6,6.1
159,LAC,"Tre Harris",WR,17,17.11,12,0%,49%,75,67,83,162.4,6.1
160,GB,"Green Bay Packers",DEF,17,24.08,5,0%,0%,113.4,80,113,113.4,6
161,NYJ,"Adonai Mitchell",WR,17,16.07,9,0%,12%,76,50,83,161.1,5.9
162,WAS,"Jacory Croskey-Merritt",RB,17,12.06,12,0%,44%,98,107,114,242.6,5.8
163,ARI,"Carson Beck",QB,4,22.11,8,0%,0%,53.1,,55,112.2,5.4
164,JAC,"Brenton Strange",TE,17,11.04,8,0%,39%,85.9,87,94,118.9,5.4
165,CLE,"Jerry Jeudy",WR,17,16.03,9,0%,55%,73.3,94,85,153.4,5.4
166,NYJ,"Kenyon Sadiq",TE,17,11.08,9,0%,0%,83.6,76,89,130.8,5.3
167,JAC,"Cam Little",K,17,483.09,8,0%,0%,146.9,146,153,180.5,5.2
168,NYG,"Isaiah Likely",TE,17,11.12,14,0%,16%,85.3,89,90,125.7,5
169,UNS,"Keenan Allen",WR,17,21.02,18,-,94%,67.3,78,91,141,4.9
170,BAL,"Tyler Loop",K,17,435.01,7,0%,0%,143.6,149,153,178.8,4.6
171,BUF,"Buffalo Bills",DEF,17,25.04,7,0%,0%,107.2,76,107,107.2,4.6
172,DAL,"Jake Ferguson",TE,17,10.09,10,0%,83%,90.5,89,93,112.9,4.6
173,NE,"Kayshon Boutte",WR,17,16.08,14,0%,0%,71.6,62,80,155.9,4.3
174,LVR,"Kirk Cousins",QB,4,20.08,8,0%,9%,52,31,53,106.2,4.1
175,DEN,"RJ Harvey",RB,17,6.08,12,0%,41%,104.8,122,122,203.6,4
176,NYG,"Darnell Mooney",WR,17,19.12,14,0%,94%,72.4,65,80,148.9,3.8
177,BAL,"Baltimore Ravens",DEF,17,25.05,7,0%,0%,107.3,95,107,107.3,3.7
178,JAC,"Jacksonville Jaguars",DEF,17,24.05,8,0%,0%,105.3,72,105,105.3,3.7
179,JAC,"Chris Rodriguez",RB,17,16.12,8,0%,17%,91.6,86,104,244.5,3.6
180,LVR,"Jalen Nailor",WR,17,20.04,8,0%,0%,71,59,81,147.6,3.6
181,CAR,"Jonathon Brooks",RB,17,17.01,14,0%,44%,90.6,56,107,238.8,3.5
182,NO,"Juwan Johnson",TE,17,11.03,11,0%,79%,83.7,81,91,115.5,3.5
183,LAR,"Los Angeles Rams",DEF,17,24.02,8,0%,0%,106.8,77,107,106.8,3.3
184,MIN,"Minnesota Vikings",DEF,17,23.11,6,0%,0%,109.7,78,110,109.7,3.2
185,DET,"Jake Bates",K,17,490.01,8,0%,6%,146.6,150,150,175,3.1
186,HOU,"Jaylin Noel",WR,17,19.05,6,0%,11%,68.4,34,76,153.5,3.1
187,NYG,"Darius Slayton",WR,17,175.11,14,0%,77%,68.7,58,76,152.6,3
188,CHI,"Cairo Santos",K,17,346.09,5,0%,0%,142.2,145,151,174,2.9
189,SF,"Eddy Pineiro",K,17,227.02,14,0%,0%,143.7,132,151,172.5,2.8
190,LAR,"Harrison Mevis",K,17,470.10,8,0%,0%,145.1,137,150,175,2.8
191,GB,"Trey Smack",K,17,384.07,5,0%,0%,143.6,,150,175,2.5
192,BAL,"Rashod Bateman",WR,17,21.01,7,0%,43%,64.6,80,73,154.2,2.3
193,PIT,"Pittsburgh Steelers",DEF,17,23.05,5,0%,0%,105.5,78,106,105.5,2.2
194,SEA,"Cooper Kupp",WR,17,21.04,8,0%,94%,67.8,76,75,146.9,2.1
195,WAS,"Rachaad White",RB,17,15.01,12,0%,86%,87.8,109,119,198.2,1.7
196,WAS,"Antonio Williams",WR,17,15.10,12,0%,0%,65.4,73,71,152.1,1.6
197,LVR,"Jack Bech",WR,17,21.07,8,0%,23%,62.7,44,71,153.1,1.5
198,KC,"Tyquan Thornton",WR,17,66.03,10,0%,35%,59.3,28,69,155.1,1
199,ATL,"Zachariah Branch",WR,17,18.07,5,0%,0%,60,40,70,152.1,0.9
200,DEN,"Wil Lutz",K,17,292.03,12,0%,0%,144.9,145,148,171.6,0.7
201,DET,"Isiah Pacheco",RB,17,17.08,8,0%,75%,92.7,91,104,213.6,0.7
202,LAC,"Los Angeles Chargers",DEF,17,24.03,12,0%,0%,103.8,70,104,103.8,0.7
203,JAC,"Travis Hunter",WR,17,15.11,8,0%,44%,54.6,79,59,175,0.7
204,KC,"Harrison Butker",K,17,276.03,10,0%,0%,144.9,145,148,170.1,0.2
205,MIN,"Aaron Jones",RB,17,11.10,6,0%,65%,90.3,123,116,186.3,0.1
206,NO,"Charlie Smyth",K,17,484.11,11,0%,0%,143.5,,148,170.1,0
207,SF,"San Francisco 49ers",DEF,17,23.03,14,0%,0%,102,67,102,102,0
208,SF,"De'Zhaun Stribling",WR,17,22.04,14,0%,0%,58.2,,65,153.8,0
209,HOU,"Dalton Schultz",TE,17,10.10,6,0%,82%,79.3,73,86,106,-0.1
210,WAS,"Chigoziem Okonkwo",TE,17,14.05,12,0%,34%,78.5,72,81,117.3,-0.1
211,DAL,"Ryan Flournoy",WR,17,20.06,10,0%,0%,60.4,41,71,138.6,-0.2
212,DEN,"Pat Bryant",WR,17,17.03,12,0%,0%,60.4,48,68,145.8,-0.2
213,TB,"Kenneth Gainwell",RB,17,11.11,9,0%,52%,98.4,95,113,179.7,-0.5
214,MIN,"T.J. Hockenson",TE,17,13.03,6,0%,57%,77.2,80,84,109.1,-0.5
215,BUF,"Keon Coleman",WR,17,21.03,7,0%,85%,54.2,61,64,153,-0.7
216,DET,"Isaac TeSlaa",WR,17,18.03,8,0%,0%,56.4,59,64,150.6,-0.8
217,PHI,"Dontayvion Wicks",WR,17,27.12,9,0%,64%,56.5,39,64,147.8,-1
218,KC,"Kansas City Chiefs",DEF,17,24.04,10,0%,0%,102.7,70,103,102.7,-1.1
219,PIT,"Chris Boswell",K,17,348.01,5,0%,0%,142.9,141,146,170.6,-1.3
220,NO,"Devaughn Vele",WR,17,21.08,11,0%,0%,61,44,71,127.6,-1.4
221,DEN,"Troy Franklin",WR,17,17.02,12,0%,56%,56.3,50,63,147,-1.5
222,SEA,"Zach Charbonnet",RB,7,12.12,8,0%,62%,41.5,79,55,121.8,-1.5
223,DAL,"KaVontae Turpin",WR,17,30.04,10,0%,0%,58.6,43,66,138.2,-1.6
224,SEA,"Tory Horton",WR,17,20.07,8,0%,84%,54.5,56,63,145.8,-1.6
225,CHI,"Chicago Bears",DEF,17,25.02,5,0%,0%,102.9,70,103,102.9,-1.8
226,HOU,"Woody Marks",RB,17,13.04,6,0%,0%,93.4,71,103,191,-1.8
227,NE,"Andres Borregales",K,17,434.12,14,0%,0%,141.8,147,146,168.1,-2
228,BAL,"Ja'Kobi Lane",WR,17,18.02,7,0%,0%,52.8,48,60,147,-2.3
229,PIT,"Pat Freiermuth",TE,17,95.11,5,0%,46%,70.5,70,78,112.9,-2.5
230,CAR,"Chris Brazzell II",WR,17,20.10,14,0%,0%,50.9,44,58,150.3,-2.6
231,SEA,"Jason Myers",K,17,326.09,8,0%,0%,142.3,161,145,167,-2.9
232,HOU,"Nathaniel Dell",WR,17,18.08,6,0%,15%,39.4,40,56,157.6,-2.9
233,DET,"Detroit Lions",DEF,17,24.09,8,0%,0%,102.3,71,102,102.3,-3.2
234,ARI,"Kendrick Bourne",WR,17,265.02,8,0%,43%,53.4,27,63,132,-3.3
235,BAL,"Elijah Sarratt",WR,17,20.09,7,0%,0%,50.8,46,56,146.7,-3.3
236,TB,"Chase McLaughlin",K,17,146.10,9,0%,0%,140.2,144,145,167.6,-3.6
237,DEN,"Marvin Mims Jr.",WR,17,19.09,12,0%,45%,54.8,58,61,129,-3.9
238,TB,"Tampa Bay Buccaneers",DEF,17,23.02,9,0%,0%,97.4,68,97,97.4,-4
239,TEN,"Tyjae Spears",RB,17,14.12,10,0%,44%,91.1,85,105,165.5,-4.1
240,NYG,"New York Giants",DEF,17,23.08,14,0%,0%,101.3,86,101,101.3,-4.1
241,NYG,"Tyrone Tracy Jr.",RB,17,13.10,14,0%,69%,80.8,85,89,204.2,-4.1
242,SEA,"AJ Barner",TE,17,12.10,8,0%,36%,71.4,61,74,112.6,-4.1
243,PHI,"Philadelphia Eagles",DEF,17,23.06,9,0%,0%,101.2,76,101,101.2,-4.2
244,CIN,"Andrei Iosivas",WR,17,529.05,10,0%,14%,52.8,52,59,132,-4.2
245,MIN,"Will Reichard",K,17,483.07,6,0%,0%,139.9,141,143,168.5,-4.3
246,ATL,"Jahan Dotson",WR,17,69.11,5,0%,20%,52.4,31,61,128,-4.3
247,PHI,"Jake Elliott",K,17,277.08,9,0%,0%,140.2,136,145,164.7,-4.4
248,BUF,"Joshua Palmer",WR,17,93.11,7,0%,74%,51.8,55,56,135,-4.5
249,TB,"Cade Otton",TE,17,15.04,9,0%,69%,73.6,63,77,102,-4.6
250,WAS,"Kaytron Allen",RB,17,18.01,12,0%,0%,71.9,48,78,222.9,-4.9
251,MIA,"Chris Bell",WR,15,20.12,12,0%,0%,40.5,70,48,150,-5.6
252,BUF,"Tyler Bass",K,17,129.05,7,0%,0%,138.5,141,143,164.2,-5.9
253,WAS,"Jake Moody",K,17,526.01,12,0%,0%,138.3,134,141,167.9,-5.9
254,TEN,"Gunnar Helm",TE,17,15.08,10,0%,0%,68.1,53,72,104.3,-6.2
255,MIA,"Malik Washington",WR,17,486.08,12,0%,0%,51.5,46,55,123.2,-6.2
256,UNS,"David Njoku",TE,17,13.08,18,-,86%,62.2,56,71,111,-6.3
257,ATL,"Olamide Zaccheaus",WR,17,168.04,5,0%,19%,48.3,34,56,121.4,-6.3
258,SF,"Christian Kirk",WR,17,21.10,14,0%,94%,46.9,58,53,127.9,-6.3
259,CLE,"Cleveland Browns",DEF,17,24.12,9,0%,0%,95.4,68,95,95.4,-6.6
260,LAR,"Colby Parkinson",TE,17,14.02,8,0%,0%,58.6,38,67,115.8,-7
261,UNS,"DeAndre Hopkins",WR,17,357.08,18,-,28%,42.8,39,54,123.2,-7
262,NE,"Kyle Williams",WR,17,20.01,14,0%,5%,44.6,44,49,132.2,-7
263,IND,"Indianapolis Colts",DEF,17,24.06,11,0%,0%,93.7,68,94,93.7,-7.2
264,MIA,"Caleb Douglas",WR,17,395.08,12,0%,0%,43.3,,48,132.3,-7.2
265,ATL,"Brian Robinson Jr.",RB,17,11.02,5,0%,37%,72.1,76,88,175.9,-7.6
266,ARI,"Tyler Allgeier",RB,17,12.02,8,0%,37%,72.4,72,88,174,-7.7
267,TB,"Ted Hurst",WR,17,20.02,9,0%,0%,40,32,47,131.9,-7.8
268,WAS,"Jaylin Lane",WR,17,437.04,12,0%,0%,40.2,16,45,136.3,-7.8
269,TEN,"Tennessee Titans",DEF,17,23.01,10,0%,0%,94.9,62,95,94.9,-7.9
270,NO,"New Orleans Saints",DEF,17,23.09,11,0%,0%,91.6,57,92,91.6,-8.1
271,NE,"Mack Hollins",WR,17,278.06,14,0%,6%,44.4,38,49,120.8,-8.2
272,NYG,"Jason Sanders",K,17,232.02,14,0%,0%,136.6,131,139,164.5,-8.4
273,IND,"Nick Westbrook-Ikhine",WR,17,101.06,11,0%,0%,42.5,39,48,120.7,-8.5
274,DAL,"Dallas Cowboys",DEF,17,24.11,10,0%,0%,93.1,68,93,93.1,-8.6
275,MIA,"Tutu Atwell",WR,17,97.12,12,0%,15%,42,42,46,125.7,-8.6
276,LAR,"Terrance Ferguson",TE,17,14.11,8,0%,0%,53.3,42,61,122.9,-8.7
277,UNS,"JuJu Smith-Schuster",WR,17,283.06,18,-,94%,41.2,20,52,113.3,-8.7
278,CIN,"Mike Gesicki",TE,17,237.11,10,0%,37%,59.7,56,68,103.8,-8.8
279,PHI,"Marquise Brown",WR,17,191.06,9,0%,94%,41.9,54,46,123,-8.9
280,CLE,"Dylan Sampson",RB,17,15.07,9,0%,35%,76.1,66,87,159.2,-9.1
281,NO,"Alvin Kamara",RB,17,14.10,11,0%,93%,71.5,81,79,178.6,-9.1
282,UNS,"Curtis Samuel",WR,17,282.05,18,-,44%,40.9,3,51,110,-9.2
283,LAC,"Brenen Thompson",WR,17,391.05,12,0%,0%,37.2,,41,132.2,-9.2
284,CHI,"Zavion Thomas",WR,17,389.12,5,0%,0%,36.8,,43,127.8,-9.3
285,IND,"Ashton Dulin",WR,17,158.11,11,0%,0%,38.9,12,43,125.2,-9.4
286,WAS,"Dyami Brown",WR,17,96.06,12,0%,59%,37,35,43,124.7,-9.6
287,CAR,"Ryan Fitzgerald",K,17,418.05,14,0%,0%,133.8,,139,161.7,-9.7
